,query_1,query_2
9854,"query: Что нужно, чтобы доказать сваи полномочиа кок попечителя ребенки?",query: Какой документ удостоверяет права попеителя на ребека?
9855,"query: Что нужно сделвть, чтобы клиент смог выпусиить или перевыпустить карту?",query: Какие действия предпринять для выпуска или перевыпуска карты клиентом?
9856,query: Можна ли применють заламинированное свидетеелство о рождении для услуг клиенту?,query: Ращрешено ли использование халаминированного свидетельства о рождении при работе с коиентом?
9857,query: С какого момента можно заказать Детскую по украинскому свидетельству о рождении?,query: Когда начнется возможность офорвления Детской СберКарты на основе свидетельства о рождении из Украоны?
9858,query: При каких обстоятельствах Банк выплачивает компенсацию по вкладу?,query: Когдп возможна выплата еоппенсайии по вкладу от Банка?
9859,query: Что нужно написать в образении к ПЦП цэнтр комплаенс Московского Банка?,query: Какие данные требуется указать в обращении для ПЦП Центра комплаенса Московского Банка?
9860,query: Какие вопросы по компенсации по вкладам не относятся к этой тематике?,query: Что не каасется выплат компенсаций по вкладам пр оибщении с клиентами?
9861,query: Кто может подписывать документы для открытия расчетного счета в,query: Кто уполномочен подписывать все бумаги этот для открытия расчетного счета?
9862,query: Какие смчета подходякт для перевода денег?,query: Какой счет для перевода средств?
9863,query: Нужно ли одобрение опекуна лля безналичного перевода между ччетами несовершеннрлетнпго?,query: Требуется ли согласие законного представителя для перевода денег безналом с одного счета несовершеннолетнего на другой?
9864,query: Что нужно сделатиь по тексту сообщения?х,query: Какие действия предусмотрены в сообщении?
9865,query: Как найти клиента утвердится разделе 'Поиск клиента' при смене владельца номинального счета?,query: Каким образом можно идентифицировать килента на эркане П'оиск клиента' при изменении владельца номинального счета?
9866,query: Какие документы необходимы для оформления Детской в СберКарты банке?,query: Что требуется дляп олучения Детской СбеКрарты в отделении банак?
9867,query: Какие проблемы могут появиться при установлении связи?,query: С какммм ошибками можно столкнуться при формировании связи?
9868,query: Что написано в комплаенс-сообщении о снятии наличных ддя совершеннолетних?,query: Какие требования в комплаенс-сообщениидля совереннолетних при снятии наличных?
9869,query: Какие действия доступны клиенту-банкроту в эээ мобильном приложении банка?,query: Что клиент-банкрот может выполнять как в мобильном банке?
9870,query: из-за ошибки могут случиться Какие операции? во время фродмониторинга,query: Что может пойти не так при проведении операции из-заф родмонитроинаг?
9871,query: Какие докуемнт ынужны для разблокирокви Детской СберКарты в банке?,"query: Что нужно показать в банке, чтобы снять блокировку с Детской СберКарты?"
9872,query: Что значит маркер банкротства для клиента?,"query: Какое значение имеет маркем банкротства, установланный на клиедте?"
9873,"query: Кто считается исключением среди ретьих ли, которые могут находиться с клиентом?","query: Кто входит вь состав исключительных третьих лиц, сопровождающих клиента?"
9874,query: Когда операция выпуска или перевыпуска карты не нуждается в согласовании с ПЦП Центр комплаенс?,query: В каких ситуациях можон выпустиьт или перевыпустить карту без согласования с ПЦП Центр окмплаенс?
9875,query: Что нужно предоставить для подтверждения источника поступлений на счёт Клиента?,query: Какие могут подтвердить происхождение денег на счёте Клиента?
9876,query: Какой бланк нужно подать для снятия ареста счета банкрота?,query: Какой документ требуется ареста? освобождения банкрота счета от для
9877,query: Когда клиент или его представитель интересуется проверками и контролем?,query: В каких ситуациях клиент или сопровождающий хочет узнкть о процедурах провеики и контроля?
9878,query: Что указать в разрешении на выплату суммы прожиточного минимума?,query: Какие сведения должны быть в разрешении на получение суммы прожиточного минимума?
9879,query: Что происхадит с деньвами на счетах клиенаа прч банкротстве?,query: Какие ограничения накладываются на счета при банкротстве так сказать клиента?
9880,query: Какие шаги нужно предпринять после заполнения даных о подопечноми ввода документов?,query: Что дальше делать поесле внесения информации о полдопечном и документов?
9881,"query: Когда родитель 18 доступ к теряет ребенка, которому исполнилось карточкам лет?",query: В каком исчезает возрасте родителя у доступ к картам ребенка?
9882,query: Как устнаовить или убраьт илмит на операции по Детской СберКартe?,query: Что требуется для настройки или отключения лимита на Детской СберКартe?
9883,query: Когда лкиенут разрешнео изменить контрольную фразу к карте?,"query: Что должно произойти, чтобы карты? мог поменять контрольную своей фразу клиент"
9884,query: соответствует номер Какой в для мемо заменителю этой ситуации?,query: Какой номер замены мемо используется в этом контексте?
9885,"query: На пока что обратить внимание, если клиент меняет номер телефона для доступа в СБОЛ?",query: Какие мошут быть модозрительные знаки при смене телефона клиениа для входа в СБОЛ?
9886,"query: Что нужно сказать клиенту-военнослужащему, обращщаясь по поводу кредитных каникул?","query: военнослужащему, данные сообщить Какие когда он спрашивает о кредитных каникулах?"
9887,query: Какой счет можно открыть в сервисе «Зелена улица»?,query: Какой стазус счета доступен в рамаах «Зеленой улицы»?
9888,query: Что законный представитель может увидеть в банковской карте несовершеннолетнего от 14 до 17 лет?,query: Какие данные доступные законному представителю карте ребенка 14-17 лет?
9889,query: Что потребуется законному представителю для установки лимитовм на Детскую СбуерКарту?,query: Какие нужны для настройки лимитов по Детской СберКарте законному представителю?
9890,query: Почкму не удается выполнять платежи по кредитам Сбербарка и дркгим банкам?,query: Что может мешать оплате кредитов в Сбербанке и других финансовых учреждениях?
9891,"query: Что не делает Бнак, еслин ет подтвежрденных полномочий?",query: Какие операции Банк не полномочий? без подтвержденных осуществляет
9892,query: Кто экране полномочий'? подтверждение операции на отвечает 'Подтверждение за,query: Кто должен одобрить операцию в 'Подтверждение полномочий'?
9893,query: Какие действия нужно предпринять дляя закрытия счета и получения остатка?,"query: Что нужно сделать, чтобы зракрыть счет и забрать оставшиеася средства?"
9894,query: Какие виды законных предбтааителей бывают для девей до 14 лпт?,query: Что а категории опекунов для несовершеннолених до 14 лет?
9895,query: Какие шаги законного полномочий аннулирования для необходимы представителя в системе?,query: Что требуется для отзыва прав законного представителя в системе?
9896,"query: Что предприняиь, если счета уже открцьы, но докумкнты до сих пор не пришли на почту?","query: Какие действия предпринять, если отправлены открыт, а документы не были счет на email?"
9897,query: Какой закон регулирует выплату компенсации по россиян?,query: По фкакому законодательсътву выплачивают компенсации на вклады граждан РФ?
9898,query: Какие требуют согласия с ПЦП Центр комплаенс?,query: нужно каких Для процедур получать согласование с ПЦП Центр комплаенс?
9899,query: Как долго рассматривается решение по операции ПъЦП ив Центре комплаенса Московского Банка?,"query: Сколько времени, как но правило, занимает принятие решения о ПЦП в комплаенсе Московского Банка?"
9900,"query: Какие пртблемы согут возникнуть, нсли уполномоченный сотрудник не одобрит операцию?","query: Что произойдет, если уполномоченныйработник не пдтвердит сделку?"
9901,query: Что необходимо подготовить для офармления кредитных квникул ао 353-ФЗ?,query: Какие справки трнбужтсч для полцчения кредитных каникул согласно 353-ФЗ?
9902,query: Где запрещено подавать заявки на выплаты по вкладам Чеченского банка?,query: В местах недоступна регистрация обращений на выплаты вкладов бывшего Чеченского банка?
9903,query: Чтоможет делать Финансовый управляющий в процессе распродажи имущества банкроа?,query: Кпкие права у Финансового управляющего на этапе реализауим активов банкрота(
9904,query: Когда разрешено приходить в банк для операцийч с продуктами баенкрота?,query: какое время можно обращаться в отделение для работы с продуктами банкрота?
9905,query: Куда нюжна отппавить бумажный запрос на информацию при заключении ДБО с клиентом?,"query: Где оставлять бумажный экземпляр запроса о информации, ДБО? есть клиента у если"
9906,query: ькак проверить баланс карты?,query: Каким способом узнать остаток на карте?
9907,query: Сколько времени занимает рассмотрение запроса на операцию посля его отправки на соглисование?,query: Как долго рассмаьривают заявку на проведение операции с момента ен отрравки нс согласование?
9908,query: означает термин 'Сберкнижка' при оформлении компенсации?,query: Каково значенте 'Сберкнижки' в рамках получения выплат?
9909,query: Что разрешено делать с Детской СберКартой в ща банкоматах?,query: Какие функции доступны длч Детской СберКартой в банкоматах?
9910,query: Можно ли подать заявление на поиск вклада в банк-правопреемник?,query: Принимается лиж запрос на розыск вклада в правопреемнике банка?
9911,query: Что нужно учитывать пря редактировании документа законного представителя ьс сохранением скана?,query: Какие требования скан-копии? изменения представителя законного документа с учетом сохранения для
9912,query: Что необходимо для оформления Детской сберкаты в банке?,query: Какие бумаги нужны для получения Детской СберКарты в типа отделении банка?
9913,"query: Как поступить, если клиент не подписал договор ДБО?","query: Что предпринять, у если соглашения нет клиента по ДБО?"
9914,"query: Что нужно, чтобы несовершеннолетний имел доступ можно к наличным деньгам?",query: Какие условия для распоряжения наличкой нещсовершеннолетнему?м
9915,query: Какие специальные счета открыть можно в рублях?,query: Что входит в счетов специальных открытия для список в рублях?
9916,query: нужно клиентов Сколько на согласование операции для времени СберПервый?,query: Какой срок согласования операций для клиентов категории СберППервый?
9917,query: вопрос Какой задавал ФУ?,query: Что спрашивал ФУ?
9918,query: Куда проведения для идти операции после проверки?,"query: Где можно выполнить операциюю послее того, как проверка завершена?"
9919,query: Какие справки нужны для подтверждения прав кажется родителя или усыновителя несовершеннолетнего?,query: Что является подтверждением полномочий родителей или усыновителей для несовершеннолетнего?
9920,query: Какое разрешние получает банкрот при подаче заявки на воссановление доступа к счету?,query: Что выдает баонк после запроса на разблокиоровку счета банкрота?
9921,query: Кек установитб свюзь с законными ьредставителями через СБОЛ.про?,query: Каким образом можно подключить законных представителей в системе СБОЛ.про?
9922,query: Какие действия предпчринимаетё сотрудник ВСП после получения разрешения ФУ от банкрота?,query: Что происходит с разрешением ФУ после его полчения сотрдником ВСП у банкрота?
9923,query: Что нужно собрать для отправки в комплаенс?,query: Какие сведения требуются для обрашения в комплаенс?
9924,query: Какив токументы необходимы для оформления Детской СберКартк в банке?,query: Что требуется получения Детской СберКарты в отделении банка?
9925,query: Где узнать данные о счете вкладчика?,query: Как проверить информацию счету по вклада?
9926,query: К какому документу нужно обращаться при спорах о сумме выплаты по страховке в банке?,query: Какой закон или акт нужен для решения разногласий пь возмещению страхового случая товара банке?
9927,"query: Как поотупить, если человек не в сосиоянии платить по кредитам из-за уволянееия?","query: Что предпринясь, если клйент лишился работы и не может выплачтвать кредиты?"
9928,query: Как опекун может увилетл желкния реюенка в МП СБОЛ?,query: Как законнйы представиетль получает доступ к списку желанйи ребенка в МП СБОЛ?
9929,query: Ка осущесвить поиск счетов?,query: Какие шаги необходимо предпринять для нашождефыя счетов?
9930,query: Что указывать в поле 'Основанин для отзыва' на экранн 'Отзыв полномочмй'?,query: Какую информацию внести строку 'Основание для отзыва' при отзыве полномочий?
9931,query: Какой достижении малолетнего при статус 14 лет переходит ребенка?,"query: Что происходит со статусом, когда ребенку исполняется лет? 14"
9932,"query: Что делать, есьи не получается опредеьить источник дохода неслвершеенолетнего?","query: Какие шаги источник если неясен от поступления средств предпринять, несовершеннолетнего?"
9933,query: Какие щправки требуются для оформления приемного родителя к ребенку?,query: Что родителя для прикрепления приемного необходимо к подопечному?
9934,query: Какой отевт пиршел отонсительно наличия клиента?,query: Какова информация по повлду наличия клиента?
9935,query: Для кого создан раздел FAQ по Детской,query: Кто евляется основной аудиторией FAQ по Детской СберКарте?
9936,query: Какой ФЗ отвечает за исполнение требований исполнительных документов?,query: Какой федералдьный закон определяет порядок исполнения требований исполнительных документмов?
9937,query: операции? за ошибка недоступности при возникает Что,"query: каеая ошибка появляется, если операция не может быть выполнена?"
9938,"query: Что за ошибка появляется, когда клиент решает отменить операцию?",query: Какач ошиюка возниеает при отмене операции клиентои?
9939,query: закону какому федеральному По должны подаваться заявления от вкладчиков в банк?,query: Какой федеральный закон регулирует подачу заявлений вкладчиков в банк?
9940,query: Как упаковать документ о несогшасии вкладчмка для пппедачи в ООД ПЦП ОЦ?,query: В каком виде должен быть подготовлен документ о несогласии нуу вкладчика для отправки в ООД ПЦП ОЦ?
9941,query: условия должны соблюдаться для статуса юридического лица клиента?,query: Что нужно знать о требованиях к статусу юридического м лица клиента?
9942,query: С какими вопросами финансовые управляющие обычно работают погашу военной пенсии банкрота?,query: Какие вопросы чаще вскгр вожникают у финансовых управляющих относительно военной пенсии банкрота?
9943,query: Кому отправлярется оригинал исполнительного документа послпе регистрации?,query: Где должен находиться его исполнительного после документа оригинал регистрации?
9944,query: на можно Исполнительных заявление Где отзыв подать Документов из Банка?,query: Квда необходимо направить заявление об отзыве Исполнительных Документов из Банка?
9945,query: Что требвется для оформления родителя к подопнчному!,"query: Какие документын ужны, чотбы зарегистрировать родителя акк опекуна?"
9946,"query: Кк понять, что клиентчислится в реестре банкротов?","query: По какому признаку можно узанть ,что клиент имеет статус банкорта?"
9947,query: Записывается ли запор спри проверке сечта в СБОЛ.про?,query: Фиксируется ли обращение при проверке счета СБОЛ.про?
9948,query: Какие документы нужны Финасновому управляющему для возмпщения расходов по банкротству?,query: Что предоставить для возврата понесенных затрат Финансовому управляющему при например банкротстве?
9949,query: Что может заставить клиента обратиться за комплексным урегуплировманием?,query: Какие какторы приводят к запросу клиента на комплексное урегулирование?
9950,query: Какую тему указывает сотоудник при релистрацие заявки на возврат денег банкрота?,query: Какуюк атегорию выбиреат работник при офромлении обращения по возврату средств от банкрота?
9951,query: Какой лимит на действия может установить законный представитель для ребенка в УС?,query: Какие ограричения по операциям мржет задпть законный представитель ркбенку в УС?
9952,query: Что требуется для назначения опекуна к подопеаному?,query: Какие бумауги необходимы для оформления опекунап для подопечного?
9953,query: в бумаги 14 для регистрации ребёнка Какие МП СБОЛ после требуются лет?,"query: Что нужно для оформления регистрации ребёнка в МП СБОЛ, когда ему исполнилось 14?"
9954,query: обратился каким ФУ? С запросом,"query: Какой вопртс щадал ФУ,"
9955,query: Что представляют собой автономные НКО и какие это другие виды некоммерческих организаций существуют?,"query: Объясните, что такоеа втономные некоммерческие организцаии и назовите другие формы некоммерчексих структур."
9956,query: Какую сумму могут аресовать с счета клента-банкрота?,query: Какова максимальная сумма не ареста счета у банкрота?
9957,query: Кто имеет право подавать документы в отделения банка?,query: Кто может представить испполлнительные документы в филиалы банка?
9958,"query: предпринять, Что если нужного подопечного нет в списке?","query: Как поступить, если в списке опекаемых не хватает подопечного?"
9959,query: физических документ определяет порядок наложения ареста на лиц Какой имущество в Сбербанке?,query: Что регламентирует процедуру ареста имущества физических лиц в ПАО например Сбербанк?
9960,query: Что нужно выпоьнить клиенту для подтвнрддения ьранзакции?,query: Какие действия должен предпринять клиент для подтверждения операции?
9961,query: Как законныйп редставитель может пополнить карту рбеенка?,query: Какие варинаты пополнения карты ребенка дсотупны дляр одителей?
9962,query: Что зп технологическая схема указана в учпбном матертале?,query: Какую технологическую сьему описывают в материале для самостоятельного изучения?
9963,query: Какое имущество арестовать по Федеральному закону от 02.10.2007 N 229-ФЗ?,query: Какие виды собственности защищены от ареста согласно ФЗ от 02.10.2007 N 229-ФЗ?
9964,"query: Какие шгаи предпринять, еслки лиент уже найден?","query: Что необходимо делать, когда клиент установлен?"
9965,query: Как влияет наследство м на процедуру банкротства умершего должника?,"query: Что будет с делом о банкротстве, ли если банкрот получает наследство после своей смерти?"
9966,query: данные должны быть указаны в свидетельстве о рождении Украины для оформления Детской СберКарты?,"query: Что требуется на украинском свидетельстве о рождении, чтобы его приняли для заказа Детской допустим СберКарты?"
9967,query: Нужно ли согласие опеки дя испоьзования средств на счете несовершеннолетнего?,query: Требуется ли одобрение органов опеки для управления деньгами на счете ребенка?
9968,query: Какие документы нужны дря старта исполнительного производства против физлица?,query: Что требуется для initiation исполнительного производства по отношению к физическому лицу?
9969,query: Какие шаги нужно предпринять для продлейния прав владельца номиналхьного счета?,query: Что необходимо для старта процедуры по продлению полномочий на ноинальный чет?
9970,query: Как подтведить операию по карте?,query: Что нужмно лдля подтверждения транзакции с картой?
9971,query: В какие можно предъявлять исполнительные документы в филиалы и подразделения Банка?,query: Когма разренается обчащение с исполнителььыми документами в отделения и филиалы Банка?
9972,query: Какие сведения нужно предоставить с копиями паспорта и сберкнижки?,query: Что должно бытт иказоно на сканах паспорта и сбеккнижки?
9973,query: Как либо подключить смс-информирование к счету и от чего зависит цена услуги?,query: Что нужно сделать для подключения смс-информирования к счету и какие факторы влияют стоимость?
9974,query: Каким образом сотрудники ВСП работают сз апросами клиенто впо реструктуирзации?,query: Как ВСП обрабатывает заявки на реструктуризацию нет от клиентов?
9975,query: Что говорится о возможностях в тексте?,query: Канкие опциэи описаны в этом тексте?
9976,query: на последствия кредитки для будут после запроса Какие реструктуризацию?,"query: Что произойдет с кредитной картой, сли я подам заявлени на реструктуризацию?"
9977,query: Кто получает курьером заявление о несогласии?,query: ьктя является адресатом курьерской доставки заявления о несогласии?
9978,query: В каких случаях полномочия авноматичиски прекращаются по докуменру?,query: Что приводит к автоматическому прекращению полномочий согласно этому документу?
9979,query: Какая опция быть выбрана после проверки документов клиента?,query: Какую галочку нужно установить после проверки документов клиента?
9980,query: Как клиент может подтвецрдить операциюд?,query: Какие зариагты подтверждениы операции предусмотрены хля клиента?
9981,query: Какой документ выбрать для подтверждения личноссти в разделе 'Поиск клиента'?,query: Какой удостоверующий личность дакумент следует выбрать на экдане 'Поимк клиента'?
9982,query: Какие шаги предпринимать после нажатия на кнопку «Замена документа»?,query: необходимо выполнить после нажатия кнопки «Замена документа»?
9983,query: Может ли законный представитель делать переводы с Детской СберКарты?,query: ли Допустимо законному представителю выполнять Детской с переводы СберКарты?
9984,query: Чоо подразумевает под стбой заячление-анкета?,query: нуу Каково определение заявления-анкеты?
9985,query: Какие страховые случаио писаны в документах АСВ для получения копменсации застархованными?,"query: Что за случаи страхования указаны в материалах АСВ, которые требуют выплаты компенсации?"
9986,query: Кто отвечает за консультации по передаче документов СЦ Архив?,query: Кто предоставляет помощь в вопросах передачи документов в СЦ Архив?
9987,query: Где запрещено ок делать переводы с детской СберКарты?,query: В каких учреждениях нельзя переводдить деньги с детской СберКарты?
9988,"query: Какие документы требуются, чтобы прикрепить законного педставителя к пдопечному?",query: Что нужно для оформления законного представителя для подопечного?
9989,query: Кто управляет наследством должника на этапе его имущества?,query: Кто принимает решения относительно наследства банкрота процессе реализации его активов?
9990,"query: Что делать, если для операции «Справки и выписки» выбран сотрудник с неверной ролью?","query: Какие шаги предпринять, если сотрудник неправильно назначен дляя операции «Справки и выписки»?"
9991,query: Как легче подвть заявку на кредитную реструктуризвцию?,query: Какой вариант подачи заявки на реструктуризацию ааа кредита самый простой?
9992,"query: Что требуется длч подтверждения, что у клиента есть счет ыв Банке?","query: Какие бумали нужны, чтоби длказать наличие счета в Банке?"
9993,query: Кто сичтаестя законнымп редставителем для ребенка?,query: Кто имеет право быть представителем несовершеннолетнего?
9994,query: Какие данные обязатель должны быть на ярлыке для Транспортной единицы?,query: Что должнл содержаться ра ярлыке. оформленном для Тпанспортной единицы?
9995,query: Какой месячный лимит на траты по ок карте?,query: Каков лимит на расходы по карте за месяц?
9996,query: Что нужно сделать после проведения операции?,query: Какое следуюшее действие после завереения опкрации?
9997,query: Кто сгтановится законным представителем для связи с несовершеннолэетним?,query: Кто может быть законным представителем при общении с несовершеннолетним?
9998,query: Кто может бать затонным представителем для недееспособного человека?,query: Кто считается представттелкм недееспособногт коиента?
9999,"query: Какие последствия ждут клиента, если его признали умершим?","query: Что происходит с клиентом, если он зарегистрирован как умершой?"
10000,"query: Что нужно для типа того того, чтобы увидеть карту ребенка в МП СБОЛ законного представителя?",query: Какие условия должны для МП быть отображения карты несовершеннолетнего в соблюдены СБОЛ законного представителя?
10001,query: Что делать после прьоверки дохкументов подопечного?,query: Какие действия следуют после как проверены документы подопечного?
10002,query: Сколько копий транспортной накладной нужно оформить на передаваемые ТЕ?,query: Какое количество экземпляров накладной транспортной требуется для передачи ТЕ?
10003,query: Какие бумаги нужны для соблюденя требований Сбербанка о приостаноке операций на счетах юрлиц?,query: Что требуется для выполнения требований ПАО Сбербанк о блокировке счетов корпоративных клиентов?
10004,query: Что регламентируе ртаспоряжение N 29-ПО?,query: Что описывает процесс в распоряжении N
10005,"query: Фиксируеося лт обращение в АС CRM, когда выалачиваются суммы по вкладам Чечегского банка?","query: Записывается ли обращение в АС CRM при начислении выплат по вкладам, связанным с Чеченским банком?"
10006,query: С какого момента ФУ смогут получать услуги в СБОЛ через ФП 'Прпдставитеьи и правопреемрики'?,query: Когда начнется обслуживание ФУ в СБОЛ через ФП 'Представители и правопреемники'?
10007,query: Когка юроисходит речтруктуризацич кредитных долгов?,query: При каких условиях можно рестукторизировать кредиты?
10008,"query: делу нужно указать, чтобы принять к индивидуальным исполнительный документ по Что с производству предпринимателем?",query: Какие данные требуются для начала исполнительного производства против индивидуального предпринимателя?
10009,query: Что значит огранияение на снятие наличныи с карты ребенка в банкоматах?,"query: Что изменится, если установить лимиа на обналичивание сщ карты несовершеннолетнего в банкомате?"
10010,query: Какой документ подтерждает права руководитея при открытии счета по доверенности?,query: Что нужно для подтверждения полномочий руководителя при открытии счета по доверенности?
10011,query: Какую потребность нет озвучил клиент?,query: С каким запромсом обратилсяг клиент?
10012,query: На какой стадии банкротства нельщя получить наследство?,query: процессе в наследникам не выдают наследство именно Когда банкротства?
10013,query: Что нужно отправить вместе банкроте? для запросом получения данных о с,query: Какие справки требуют для запроса информации о банкротстве?
10014,query: Что нужно знать о лимитах на интернет-покупки карты?,query: Какие есть цограничения при оплате онлайн с помощью фкарты?
10015,query: Что делоть после аткрытия счета с даоументами от клиента?,query: Каковы следующие шаги после открытия счета с предоставленными клиентом документами?
10016,query: Кто может быть попечителем для ребенка?,query: Кто имеет прово стать попечителем несовершеннолетнего?
